fecha,tavg,tmin,tmax,prcp,wspd,pres,año,mes,año_mes
1994-05-23,27.633333333333333,22.433333333333334,33.35,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-24,27.766666666666666,22.866666666666667,33.475,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-25,27.9,23.3,33.6,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-26,24.8,20.8,31.7,23.1,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-27,27.3,21.9,32.375,2.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-28,28.6,22.8,33.05,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-29,28.9,23.3,33.725,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-30,29.4,22.6,34.4,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-31,26.3,22.3,34.0,0.3,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-06-01,25.833333333333332,22.333333333333332,33.86666666666667,0.0,8.018666666666666,1012.2233333333334,1994,6,1994-06
1994-06-02,25.366666666666667,22.366666666666667,33.733333333333334,0.0,8.018666666666666,1012.2233333333334,1994,6,1994-06
1994-06-03,24.9,22.4,33.6,0.5,8.018666666666666,1012.2233333333334,1994,6,1994-06
1994-06-04,25.9,21.8,33.36666666666667,1.0,8.018666666666666,1012.2233333333334,1994,6,1994-06
1994-06-05,26.549999999999997,19.9,33.13333333333333,0.0,8.018666666666666,1012.2233333333334,1994,6,1994-06
1994-06-06,27.2,18.0,32.9,0.0,8.018666666666666,1012.2233333333334,1994,6,1994-06
1994-06-07,28.7,21.0,34.2,0.0,8.018666666666666,1012.2233333333334,1994,6,1994-06
1994-06-08,27.4,23.0,34.8,0.0,8.018666666666666,1012.2233333333334,1994,6,1994-06
1994-06-09,28.35,22.65,34.84285714285714,0.0,8.018666666666666,1012.2233333333334,1994,6,1994-06
1994-06-10,29.3,22.3,34.885714285714286,0.0,8.018666666666666,1012.2233333333334,1994,6,1994-06
1994-06-11,29.14,22.72,34.92857142857143,0.0,8.018666666666666,1012.2233333333334,1994,6,1994-06
